species	genus	family	order	class	phylum	superkingdom	LIB-B-pool1_barcode52	LIB-B-pool1_barcode78	LIB-B-pool1_barcode39	LIB-B-pool1_barcode71	LIB-B-pool1_barcode61	LIB-B-pool1_barcode51	LIB-B-pool1_barcode77	LIB-B-pool1_barcode49	LIB-B-pool1_barcode63	LIB-B-pool1_barcode92	LIB-B-pool1_barcode34	LIB-B-pool2_barcode14	LIB-B-pool1_barcode02	LIB-B-pool1_barcode83	LIB-B-pool1_barcode26	LIB-B-pool1_barcode23	LIB-B-pool2_barcode18	LIB-B-pool2_barcode12	LIB-B-pool1_barcode91	LIB-B-pool2_barcode05	LIB-B-pool1_barcode60	LIB-B-pool1_barcode50	LIB-B-pool1_barcode28	LIB-B-pool1_barcode73	LIB-B-pool1_barcode25	LIB-B-pool2_barcode13	LIB-B-pool2_barcode19	LIB-B-pool1_barcode90	LIB-B-pool1_barcode62	LIB-B-pool2_barcode10	LIB-B-pool1_barcode10	LIB-B-pool2_barcode09	LIB-B-pool2_barcode08	LIB-B-pool2_barcode25	LIB-B-pool2_barcode22	LIB-B-pool1_barcode46	LIB-B-pool1_barcode59	LIB-B-pool1_barcode37	LIB-B-pool2_barcode07	LIB-B-pool1_barcode33	LIB-B-pool2_barcode27	LIB-B-pool2_barcode04	LIB-B-pool1_barcode08	LIB-B-pool1_barcode70	LIB-B-pool1_barcode24	LIB-B-pool2_barcode06	LIB-B-pool2_barcode02	LIB-B-pool1_barcode66	LIB-B-pool1_barcode06	LIB-B-pool1_barcode09	LIB-B-pool1_barcode74	LIB-B-pool1_barcode89	LIB-B-pool1_barcode81	LIB-B-pool1_barcode38	LIB-B-pool1_barcode65	LIB-B-pool1_barcode17	LIB-B-pool1_barcode18	LIB-B-pool1_barcode13	LIB-B-pool1_barcode88	LIB-B-pool1_barcode20	LIB-B-pool1_barcode45	LIB-B-pool2_barcode15	LIB-B-pool1_barcode21	LIB-B-pool1_barcode75	LIB-B-pool1_barcode40	LIB-B-pool1_barcode55	LIB-B-pool1_barcode30	LIB-B-pool1_barcode03	LIB-B-pool1_barcode82	LIB-B-pool1_barcode67	LIB-B-pool1_barcode22	LIB-B-pool1_barcode53	LIB-B-pool1_barcode54	LIB-B-pool1_barcode11	LIB-B-pool1_barcode86	LIB-B-pool1_barcode32	LIB-B-pool1_barcode42	LIB-B-pool1_barcode14	LIB-B-pool1_barcode64	LIB-B-pool1_barcode12	LIB-B-pool1_barcode35	LIB-B-pool2_barcode23	LIB-B-pool2_barcode24	LIB-B-pool2_barcode01	LIB-B-pool1_barcode44	LIB-B-pool1_barcode31	LIB-B-pool1_barcode36	LIB-B-pool1_barcode04	LIB-B-pool1_barcode58	LIB-B-pool1_barcode05	LIB-B-pool1_barcode27	LIB-B-pool1_barcode07	LIB-B-pool1_barcode47	LIB-B-pool2_barcode16	LIB-B-pool1_barcode01	LIB-B-pool2_barcode11	LIB-B-pool1_barcode56	LIB-B-pool1_barcode87	LIB-B-pool1_barcode85	LIB-B-pool1_barcode57	LIB-B-pool1_barcode69	LIB-B-pool1_barcode84	LIB-B-pool1_barcode80	LIB-B-pool1_barcode68	LIB-B-pool1_barcode76	LIB-B-pool1_barcode79	LIB-B-pool2_barcode20	LIB-B-pool1_barcode15	LIB-B-pool1_barcode43	LIB-B-pool1_barcode19	LIB-B-pool1_barcode48	LIB-B-pool1_barcode29	LIB-B-pool2_barcode03	LIB-B-pool2_barcode21	LIB-B-pool1_barcode41	LIB-B-pool2_barcode17	LIB-B-pool1_barcode72
Tardiphaga sp. Co1	Tardiphaga	Bradyrhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria																																																																																										0.0052366322888473																											
Terrabacter sp. YK21	Terrabacter	Intrasporangiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria																																																																																						0.0214351149301031																													0.0063694267515923		
Thermoactinomyces vulgaris	Thermoactinomyces	Thermoactinomycetaceae	Bacillales	Bacilli	Firmicutes	Bacteria																																		0.0007205649228995																																																																																			
Thermus scotoductus	Thermus	Thermaceae	Thermales	Deinococci	Deinococcus-Thermus	Bacteria																																																														0.0126227208976157																																																							
Thiothrix sp. KRN-B2	Thiothrix	Thiotrichaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria																										0.0043193195396725																																																																																											
Turicibacter sp. LA61	Turicibacter	Turicibacteraceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria																																																																																											0.0336644591611479																										
Ureibacillus massiliensis	Ureibacillus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria																																														0.0156739811912225																																																																							
Variovorax sp. Amico6	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria						0.0079956807576213																																																				0.0089997997251697				0.0027140511725222																					0.00638157810198																0.0078372307587631																		
Veillonella dispar	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria																							0.0682392586352148																																																																																														
Vermiphilus pyriformis	Vermiphilus					Bacteria																																												0.0079155672823219																																																																									
Vulcaniibacterium thermophilum	Vulcaniibacterium	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																																																																																																																0.4339252284095494					
Weizmannia coagulans	Weizmannia	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																																		0.0123239566191876																																																																																			
Winkia neuii	Winkia	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria				0.0099261898701959																																																																																																																	
Zoogloea sp. Chol3	Zoogloea	Zoogloeaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria																																														0.0111571000224684																																																																							
Zoogloea sp. EMB 357	Zoogloea	Zoogloeaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria																										0.0017733895181607																																																																																											
[Pseudomonas] hibiscicola	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																				0.0024691358024691																																																														0.0016666666666666																																			
alpha proteobacterium BBTR41				Alphaproteobacteria	Proteobacteria	Bacteria																																								0.0053177221501322											0.0533276898050103																								0.013109472004133																																										
alpha proteobacterium HINUF007				Alphaproteobacteria	Proteobacteria	Bacteria																										0.0005155553945692																																																																																											
alpha proteobacterium R-36501				Alphaproteobacteria	Proteobacteria	Bacteria																				0.0432098765432098																																																																																																	
alpha proteobacterium SCGC AAA007-L14				Alphaproteobacteria	Proteobacteria	Bacteria																				0.0026043898333359																																																																																																	
alpha proteobacterium SCGC AAA008-B11				Alphaproteobacteria	Proteobacteria	Bacteria																				0.0012508633972025																																																																																																	
alpha proteobacterium SCGC AAA288-N07		Pelagibacteraceae	Pelagibacterales	Alphaproteobacteria	Proteobacteria	Bacteria																				0.0023088613601023																																																																																																	
bacterium						Bacteria																																		0.0158967259991319																																																																																			
bacterium 1P08PD						Bacteria																				0.0067545094656535																																																																																																	
bacterium 3D705						Bacteria																																																														0.0065456965349847																																																							
bacterium A31514						Bacteria																						0.0028977598927737																	0.0020684268698032																																														0.0130022640935689									0.0037106677247141																							
bacterium C50(2013)						Bacteria																										0.0007180768760012	0.0091132366597001												0.0040855531637239																														0.0222040676638953													0.0078398041522634	0.0041803089916484																																	0.0134532792907533	
bacterium CulaenoE10F						Bacteria			0.0016217473203599																																																																																																																		
bacterium CulalenE36						Bacteria																					0.0265961702204034				0.0141679035555402													0.0019274434877221															0.0147809913470875																																				0.0123778501628664								0.0112369367324409			0.0247561890472618																	
bacterium Ep06i_A1B						Bacteria																																																																																																															0.0894187779433681						
bacterium MNFS-9						Bacteria																																																			0.002125398512221																											0.007528624457573																																							
bacterium NTL465						Bacteria																																						0.0037169950831038																																																																															
bacterium RUSp01-4						Bacteria			0.3732867508734211																																	0.0279248916706788										0.0543484713104834									0.2395256916996047				0.0005326870064321			0.0159059365078966														0.0412011173184357							0.0017699898225585															0.0152390961639516	0.0786956531851752															0.0053076288310594			
bacterium Te66A						Bacteria			0.0037779117955949																	0.0040457378855753											0.0900658206134421							0.0003912669453424		0.0255834809657818																											0.0090525210455786							0.0028530101281551															0.01628664495114																						0.048573795389532						
bacterium enrichment culture clone Anammox_14						Bacteria																										0.0042307181145616																																																																																											
bacterium enrichment culture clone R4-55B						Bacteria																										0.0016834271031763																																																																																											
bacterium enrichment culture clone SRAO_14						Bacteria																										0.0007530683983845																																																																																											
bacterium mpn-isolate group 14						Bacteria																																		0.0005684316591566																																																																																			
bacterium rJ3						Bacteria																																							0.0006882369435937																																																																														
bacterium str. Rauti		Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria																																																													0.0002636106332204																																																								
beta proteobacterium SAK16				Betaproteobacteria	Proteobacteria	Bacteria																																																																											0.0067335881475114																																										
beta proteobacterium SAK25				Betaproteobacteria	Proteobacteria	Bacteria																																																																											0.0033416117848265																																										
endosymbiont of Acanthamoeba sp. AC309						Bacteria																				0.0012345679012345																																																																																																	
endosymbiont of Nilaparvata lugens						Bacteria																																0.0014529204158119																				0.0057953725171745																												0.001266255602902																																					
unassigned							0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
uncultured Abiotrophia sp.	Abiotrophia	Aerococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																																																																																																											0.0029657791260894										
uncultured Acidobacteria bacterium					Acidobacteria	Bacteria																										0.0032168724910123																				0.0087774294670846																												0.0950704225352112			0.0074786324786324																																								
uncultured Acinetobacter sp.	Acinetobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria		0.0589408615438439					0.0555384140697315			0.1971204020698584	0.1713459437967493	0.0716000440733878		0.0341640686778722			0.0823948419145238	0.0088089343959572	0.1025497542883429	0.0023169342052296				0.1040793895519554		0.0713440843778872	0.0105584441431438	0.0339996125115133	0.0542091836734693		0.0629335976214073	0.0139083560316277		0.0895360724132104	0.0176340009272618		0.0004931169098006		0.1485348602174857			0.0767522658804091					0.3956601758132682	0.0064505319594537			0.0847642464202963	0.1575119670600805	0.0109034447416949					0.0357902092096283	0.0016246953696181		0.000235862145513	0.0986400974757193		0.0182721406954833			0.0033003300330033		0.0022538984778978					0.0017605633802816	0.1378874088306218							0.1305642391302407	0.0753552065642503	0.0280124499777678	0.0127080094839048									0.0283362266821706		0.0072969712694389		0.0403618389402738				0.0843575616342543	0.0263738074873127		0.1275759537758579	0.0177777777777777	0.1102774693992381						0.0062911352907273	0.0815876210882271		0.1453531810083529	
uncultured Actinomyces sp.	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria										0.0138211382113821																																																																																																											
uncultured Actinomycetales bacterium			Actinomycetales	Actinomycetia	Actinobacteria	Bacteria																																		0.0226978065824447																																																									0.0232051166849435																						0.0077482566859857				
uncultured Aerococcus sp.	Aerococcus	Aerococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																																																																																																												0.0036336352514457									
uncultured Afipia sp.	Afipia	Bradyrhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria																																																			0.0531317482930783																																																																		
uncultured Alkanindiges sp.	Alkanindiges	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria											0.0062532569046378																																																																																																										
uncultured Alphaproteobacteria bacterium				Alphaproteobacteria	Proteobacteria	Bacteria			0.0026874701478333	0.0075082720703365									0.2048424546091307						0.0429133913192542	0.0047836449876123						0.0186051331174691			0.0243920515257551										0.001037166844921	0.0056647467138322											0.0303633340521338							0.0006154273837483									0.0016504690761156							0.0161872949719916									0.0189538398583489										0.0027258041556088		0.0581602206064898			0.0082332980055305											0.096406411030985				0.0103464752144205		0.0142892945019051		
uncultured Anaerococcus sp.	Anaerococcus	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria																																																										0.0019953441968739											0.0307692307692307													0.0017434995397752														0.0044783945479113																					
uncultured Anaerolineaceae bacterium		Anaerolineaceae	Anaerolineales	Anaerolineae	Chloroflexi	Bacteria																										0.0002483811132581											0.0002465584549003																																																																																
uncultured Bacillus sp.	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																																					0.0005547565235257													0.0179791272457953	0.0605738575982996			0.047840610832727																						0.054469273742806																																									
uncultured Bacteroidetes bacterium					Bacteroidetes	Bacteria					0.002302218501465						0.0064294503993678									0.0341585185529628						0.0131501386410301								0.0063542776656173	0.0122217288816965							0.0267896544318244															0.0106561016312737												0.0017588106942899																	0.0067199221623157								0.0503270335270577													0.012624505741412										
uncultured Bradyrhizobium sp.	Bradyrhizobium	Bradyrhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria													0.0117690429101387				0.0283558310211507																							0.0016758133202584																		0.0187258962168234																0.063679508368515			0.0034027675593528	0.0081865081309476	0.0183222956242671	0.0046069183836638										0.1186789533470905		0.0134598232909235	0.0013822416087392	0.0340311620775123										0.00531232826525											0.0136381920673265	0.0126057251518185	
uncultured Candidatus Accumulibacter sp.	Candidatus Accumulibacter			Betaproteobacteria	Proteobacteria	Bacteria																							0.0109519797809604			0.1553815191968526			0.0087950071318515													0.0424803542728006				0.0498922377648535																							0.0266064090517595													0.0052577983714869	0.0008274175333818													0.009422816085119						0.017343045438779					0.0256394644850943									0.0167523958643841	
uncultured Candidatus Competibacter sp.	Candidatus Competibacter	Candidatus Competibacteraceae		Gammaproteobacteria	Proteobacteria	Bacteria																										0.00872274700289														0.0021408037188818												0.0002838701285507						0.0126927722305076																																																											
uncultured Candidatus Nitrotoga sp.	Candidatus Nitrotoga	Gallionellaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria																																														0.0076118338956385																																																																							
uncultured Candidatus Saccharibacteria bacterium					Candidatus Saccharibacteria	Bacteria																																		0.0022336954318599			0.0004314772960756																																													0.0077430575023448																																			
uncultured Chelatococcus sp.	Chelatococcus	Chelatococcaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria																																																																										0.0070422553761459																																											
uncultured Chitinophagaceae bacterium		Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria																																																																															0.0026281208935611																																						
uncultured Chloroflexi bacterium					Chloroflexi	Bacteria																						0.0397150489759572				0.0058171002599442																																																																																											
uncultured Chlorophyta					Chlorophyta	Eukaryota																																0.0172435028944451																																																																																					
uncultured Clavibacter sp.	Clavibacter	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria																				0.0012345679012345																																																																																																	
uncultured Cloacibacterium sp.	Cloacibacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria																																		0.0007306046806995																							0.2009287340293477																																		0.0143487858719646																										
uncultured Clostridia bacterium				Clostridia	Firmicutes	Bacteria																																						0.0025845819046692																																																																															
uncultured Clostridiaceae bacterium		Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria																																																											0.0001598061019297																																																										
uncultured Clostridium sp.	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria																																0.0057888902574208																																												0.0602664203369204				0.0004724709029111													0.0006656017039403														0.0323204735736213										
uncultured Conexibacteraceae bacterium		Conexibacteraceae	Solirubrobacterales	Thermoleophilia	Actinobacteria	Bacteria																																					0.0003361200285691																																																																																
uncultured Coriobacteriales bacterium			Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria																																								0.0020183483677076								0.0199127532850882											0.0046961833952122																									0.0044464206313917										0.004328901724537											0.0042581614761626												
uncultured Corynebacterium sp.	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	0.0194362941035343				0.0036625594531829	0.0082450846574621		0.0719540229885057							0.0062466830837825		0.0278785784860546	0.0160277917945879																				0.00951350704759		0.0134917254838248							0.0130370638542433											0.0025757328995816			0.0004854807132158				0.0158696210837044									0.0168359429600686	0.0030644902916307		0.0344435659888195						0.001264453129221				0.0261168656008873				0.0132460930868492					0.0178046091324194	0.0084033613445378					0.0218017023246917		0.0223013164694447											0.0394865409016702		
uncultured Corynebacterium sp. MTcory14R	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																																										0.0010701972785456																																																											
uncultured Corynebacterium sp. MTcory20R	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																		0.0077756823560008																																																																	0.001556976724314																																		
uncultured Corynebacterium sp. MTcory3P	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																	0.0169107648870133																																																																																																				
uncultured Curvibacter sp.	Curvibacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria																										0.0031010499261288																																																																																											
uncultured Dechloromonas sp.	Dechloromonas	Azonexaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria																																																				0.0006372578674818																																																																	
uncultured Deinococcus sp.	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Bacteria																																																																																																									0.0075978959672706												
uncultured Desulfobulbus sp.	Desulfobulbus	Desulfobulbaceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria																																																																																																0.0259128386336866																					
uncultured Devosia sp.	Devosia	Devosiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria																																																																					0.05824118930571																																																
uncultured Diaphorobacter sp.	Diaphorobacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria																																																																																																																0.0097394277939519					
uncultured Enhydrobacter sp.	Enhydrobacter		Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria																												0.0046734075501083											0.0001289134146815								0.0058088122685573																																																																						
uncultured Enterobacter sp.	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria																																							0.0037092162770935																																																																														
uncultured Erysipelotrichaceae bacterium		Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria																																																																																														0.0601002099516587																							
uncultured Erysipelotrichales bacterium			Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria			0.0043091346297638							0.0500193562692876	0.2692279730816021					0.1692863981958441		0.0087978059781906				0.0457702582368655		0.0126268878435256					0.0293367346938775			0.0207697029653018				0.0017743022148998				0.0230962079078024							0.0208738948885488	0.6390797626008151				0.1099409020868315		0.0031291405160631					0.3854317554516548					0.002226917147262			0.0016501650165016								0.0166474164869126									0.2551172595176921													0.0140509015814645	0.0139837278340293	0.0056565211083754						0.0273146395154641					0.2536252791038852		0.0338164251207729					
uncultured Erysipelotrichia bacterium				Erysipelotrichia	Firmicutes	Bacteria																																																																0.0006852052760806																																																					
uncultured Eubacteriales bacterium			Eubacteriales	Clostridia	Firmicutes	Bacteria																												0.1238389661643787																				0.003099606266231										0.0043648154306617	0.0048153312886867																																		0.0010205892793752																								
uncultured Exiguobacterium sp.	Exiguobacterium		Bacillales	Bacilli	Firmicutes	Bacteria																																				0.0120708062070517																																																																																	
uncultured Facklamia sp.	Facklamia	Aerococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria															0.0033810321559779								0.0235888795282224																																																																																														
uncultured Finegoldia sp.	Finegoldia	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria																				0.0240390579580666																																																																										0.0056179775280898																							
uncultured Firmicutes bacterium					Firmicutes	Bacteria	0.0090969592693865		0.0050097307296081											0.0434782826192895				0.0015045854789204								0.0033671043803272										0.0269547856518039																0.0168215908968432		0.0128792707905446							0.000591016537525			0.0067811663531609												0.0130054159689768				0.0080977234029866						0.0185125858193371				0.0027173913043478							0.0058702311400134										0.0133750450830048	0.0012678336503046			0.0141031407344678				0.0059820881316401		
uncultured Flavobacterium sp.	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria																																					0.0003492911444421																				0.0117161352131648																																																												
uncultured Frankineae bacterium			Frankiales	Actinomycetia	Actinobacteria	Bacteria																																																																																																						0.036420395421436															
uncultured Gammaproteobacteria bacterium				Gammaproteobacteria	Proteobacteria	Bacteria	0.0109895907939979	0.0186098945674932	0.0036554495483441							0.0279169057246895		0.0127370702313078							0.0215280807386942	0.0012841878750219				0.0061255914631276		0.2031711429811753		0.0585105532684064				0.0019066982918583		0.0085497085532433	0.0185037778516376				0.0040326259072944			0.1357526087695594				0.052117200585345	0.0029745717083232				0.0026159119325843	0.0358656451929278						0.0608270780136615				0.0015322972050373							0.0067083296516679			0.0042929415540004			0.0786848638248847		0.0019478220764397						0.0029057269028494											0.0054848921968485				0.0093116629599567	0.0151210691521839			0.009273582918922	0.0062346581592174		0.0852593666193444		0.0050240592318516									0.0042330860074004	
uncultured Gemella sp.	Gemella		Bacillales	Bacilli	Firmicutes	Bacteria																														0.007085354797209														0.079155672823219																																										0.0062597809076682																															
uncultured Gemmatimonadetes bacterium					Gemmatimonadetes	Bacteria																														0.0089258233302554																																																																																							
uncultured Georgfuchsia sp.	Georgfuchsia	Sterolibacteriaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria																										0.0015154236588383																																																																																											
uncultured Granulicatella sp.	Granulicatella	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria												0.0033147056071302																																																																																																									
uncultured Green Bay ferromanganous micronodule bacterium MNF4				Alphaproteobacteria	Proteobacteria	Bacteria																										0.0025843961078586																																																																																											
uncultured Haliangium sp.	Haliangium	Kofleriaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria																																														0.0628688101661682																																																																							
uncultured Herbaspirillum sp.	Herbaspirillum	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria														0.0338741156767722																																																																																																							
uncultured Hymenobacter sp.	Hymenobacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria																																																																																																		0.0091960063058328																			
uncultured Hyphomicrobiaceae bacterium		Hyphomicrobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria																										0.0019254223724107																																																0.0017605633861628																																											
uncultured Intrasporangiaceae bacterium		Intrasporangiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria																					0.0183923700438668																0.001006771917119																																																																																
uncultured Jeotgalicoccus sp.	Jeotgalicoccus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria																																																																			0.0033003300330033																																																		
uncultured Kingella sp.	Kingella	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria																																																																																					0.0107451530016351																																
uncultured Kiritimatiellaeota bacterium					Kiritimatiellaeota	Bacteria																										0.000509458202277																																																																																											
uncultured Lactobacillus sp.	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria				0.6933171971119928	0.0125118683808243			0.0928828807600424						0.4816289169272528	0.6815208722518722										0.072571035662218											0.0475375943179559	0.7095597013668257			0.2465323029486457			0.4	0.0395778364116095				0.021622277450517		0.0872714220465566		0.2106347834597793		0.0089790056378901		0.5828541216110524			0.0199197114991982		0.8479949415801689			0.5944049209019128		0.6698753346453253	0.1189587810314102					0.0736447068629216	0.0843951652178665	0.0150902218736362			0.1445212879584116	0.8537761761862092		0.0027780202465206						0.04351818047663			0.0286644951140065			0.0711666362340593	0.7628237851583135				0.0095492742551566	0.0092838151018788		0.0474572454714235			0.4667605549132289					0.5323382023931366									
uncultured Lautropia sp.	Lautropia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria																																																																																				0.0106860156768446																																	
uncultured Leptotrichia sp.	Leptotrichia	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria																																																																																																											0.0014526475127345										
uncultured Marmoricola sp.	Marmoricola	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria																																					0.0009899019327496																																																																																
uncultured Massilia sp.	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria		0.0680321872713972					0.075881351490017			0.0153798035762788									0.0665032872472831			0.0103294746215494		0.1854738392800359		0.0268908914250371	0.0627699338945963	0.0759559303922836				0.0129296818296143	0.0322246595592516	0.1088368068214886				0.0001707346859172	0.0541114767871692			0.0201432268550113				0.0237453342500832					0.0201912858660998		0.016599165306701																0.1868309769017006						0.0237580663711108				0.0052562417871222				0.0415052538619361								0.0523984530454975					0.0197382750372133		0.0081220493022097				0.0256677072493929	0.0043518806341311		0.096704956221623		0.0534807070183208							0.0362356674722036		0.0050376690095958	
uncultured Microbacteriaceae bacterium		Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria																																																																																									0.0247557003257328																												
uncultured Micrococcus sp.	Micrococcus	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria			0.0059036513545026			0.006765868072351		0.0513654716337154											0.0532121996279555	0.037730954107922		0.0186042570300954				0.0023253924334386		0.0534799690316969		0.0111572082142134				0.0035336144847602		0.0134385388949128																0.0108826412402868		0.0019840483966388					0.0004661011306281		0.0021373725393736				0.0126597348270798			0.0035645303843803		0.3175024409415776					0.0105873229605004								0.0011259396450217						0.0310270155560007									0.0070940620073568																	0.0164233361394357		
uncultured Microgenomates group bacterium						Bacteria																										0.0032683953917632																																																																																											
uncultured Moraxella sp.	Moraxella	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria																																		0.0004614344212552					0.0005577323030413								0.0139164866852164																																			0.0038634674756802						0.0701059921811689																													
uncultured Mycobacteriaceae bacterium		Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																					0.0143051771117166																																																																																																
uncultured Mycobacterium sp.	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria									0.0134417953292516									0.002780897482735																			0.0006959650956433																																																																																
uncultured Nitrospira sp.	Nitrospira	Nitrospiraceae	Nitrospirales	Nitrospira	Nitrospirae	Bacteria																																					0.0003081980686254																																																																																
uncultured Nocardioidaceae bacterium		Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria					0.015906672447289																																																																																																																
uncultured Nordella sp.	Nordella		Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria																																																																										0.0052816882858259																																											
uncultured Oscillospiraceae bacterium		Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria																																																																																																									0.0062620021708274												
uncultured Parcubacteria group bacterium						Bacteria																										0.0015948256766933																																																																																											
uncultured Propionibacteriaceae bacterium		Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria					0.0341316466000376					0.0821138211382113																			0.0378849442536073																							0.0091349809066506																																		0.0082619291570981			0.031021338609238										0.0446429203911371																		
